0.86	14.5	58.1	0	125	1000	25.08	3	56.24	0.656	3903.3	0	2	6	0	0	0	0.793	0.977	1.96	1	0.479	0.305	23	0.92	2.84
0.86	14.5	58.1	0	125	1000	59.24	5	182.84	0.709	3903.3	0	2	7	0	0	0	0.788	1	2.07	1	0.984	0.298	26	1	1.19
0	0	0	2	4	717	37.28	12.4	22.52	0.444	118.7	1.641e-14	21	2	2	0	0	0.935	1	1.97	4	0.99	0.459	29	1	2.47
0	0	0	2	4	717	37.16	11.32	19.4	0.437	118.7	1.641e-14	21	2	2	0	0	0.935	0.002	0.578	0	0.572	0.561	29	0.036	0.879
0	0	0	2	4	717	37.16	11.32	19.4	0.424	118.7	1.641e-14	21	2	2	0	0	0.933	0.019	2.44	0	0.534	0.561	28	0.159	2.94
0.68	16.3	69.1	4	3	330	4	9.44	1	0.702	347.3	0	3	15	4	0	0	0.783	0.959	1.8	0	0.89	0.561	54	0.958	1.81
0	0	0	6	0	0	16.4	20.56	11.24	0.576	0	0	15	3	6	0	0	0.921	0	-0.095	0	0.089	0.505	35	0	-0.101
0	0	0	5	4	1000	5.44	10.36	8.6	0.464	0	0	13	6	5	0	0	0.818	0.284	0.649	0	0.086	0.528	27	0.356	0.68
0	0	0	5	4	1000	6.44	11.36	8	0.47	0	0	13	6	5	0	0	0.813	0.002	-0.078	0	0.003	-0.28	26	0.002	-0.055
0	0	0	10	7	596	6	1.28	3	0.636	0	0	13	8	10	0	0	0.789	0.741	1.56	0	0.023	0.379	30	0.93	2.01
0	0	0	8	0	0	2	3.12	1.04	0.616	0	0	13	11	8	0	0	0.718	0	0.442	0	0.005	-0.714	28	0	0.49
0	0	0	8	0	0	2.64	2	2	0.636	0	0	13	10	8	0	0	0.714	0	-0.078	0	0.154	0.305	25	0	0.161
0	0	0	8	0	0	2.64	2	2	0.629	0	0	13	10	8	0	0	0.714	0	-1.023	0	0.08	-0.834	25	0	-0.501
0	0	0	7	6	342	1	5	2.04	0.649	395.6	0	13	3	7	0	0	0.952	1	1.54	4	0.976	0.445	59	1	1.36
0	0	0	7	6	342	1	5	2.04	0.656	395.6	0	13	3	7	0	0	0.952	1	1.89	4	0.979	0.544	59	1	1.87
0	0	0	7	6	342	1	5	2.04	0.656	395.6	0	13	3	7	0	0	0.952	1	1.89	4	0.981	0.544	59	1	1.81
0	0	0	0	0	0	5.16	26.76	10	0.338	42.2	8.876e-11	3	8	0	0	0	0.826	0.899	2.03	0	0.26	0.459	38	0.652	0.782
0	0	0	0	0	0	5.16	26.76	10	0.338	42.2	8.876e-11	3	8	0	0	0	0.826	0.995	0.839	0	0.36	0.459	38	0.984	0.923
0	0	0	0	0	0	5.16	26.76	10	0.331	42.2	8.876e-11	3	8	0	0	0	0.826	0.998	0.859	0	0.391	0.459	38	0.987	0.886
0	0	0	0	0	0	5.16	26.76	10	0.331	42.2	8.876e-11	3	8	0	0	0	0.826	0.998	0.859	0	0.391	0.459	38	0.987	0.886
0	0	0	0	0	0	5.16	26.76	10	0.338	42.2	8.876e-11	3	8	0	0	0	0.826	1	2.03	0	0.429	0.454	38	0.985	2.23
0	0	0	0	0	0	3	26.4	14.2	0.47	0	0	3	7	0	0	0	0.844	0.01	0.662	0	0.017	0.454	38	0.003	0.402
0	0	0	0	0	0	17.08	22.32	5	0.49	327.7	0	3	7	0	0	0	0.841	0.948	0.903	0	0.929	0.65	37	0.176	0.522
0	0	0	0	0	0	17.08	22.32	5	0.517	327.7	0	3	7	0	0	0	0.841	0.976	2.81	0	0.936	0.65	37	1	2.11
0	0	0	0	0	0	13.04	22.88	5	0.523	327.7	0	3	8	0	0	0	0.822	0.479	1.47	0	0.958	0.65	37	0.055	1.54
0	0	0	0	0	0	13.04	22.88	5	0.536	327.7	0	3	8	0	0	0	0.818	1	2.81	0	0.851	0.65	36	1	1.4
0	0	0	0	0	0	11.48	23.6	4.52	0.543	327.7	0	3	10	0	0	0	0.783	0.989	0.388	1	0.896	0.528	36	0.996	0.419
0	0	0	0	0	0	11.48	23.6	4.52	0.543	327.7	0	3	10	0	0	0	0.783	0.989	0.388	1	0.896	0.528	36	0.996	0.419
0	0	0	0	0	0	11.48	23.6	4.52	0.543	327.7	0	3	10	0	0	0	0.783	0.998	2.27	1	0.911	0.528	36	1	2.39
0	0	0	0	0	0	11.48	23.6	4.52	0.543	327.7	0	3	11	0	0	0	0.766	0.998	2.27	1	0.921	0.528	36	1	1.55
0	0	0	0	0	0	11.48	23.6	4.52	0.543	327.7	0	3	11	0	0	0	0.766	0.998	2.27	1	0.921	0.528	36	1	1.55
0	0	0	0	0	0	11.48	23.6	4.52	0.543	327.7	0	3	11	0	0	0	0.766	0.991	2.27	1	0.927	0.528	36	0.994	2.39
0	0	0	0	0	0	11.48	23.6	4.52	0.543	327.7	0	3	11	0	0	0	0.766	0.89	0.392	1	0.931	0.65	36	0.782	0.197
0	0	0	0	0	0	7	23.96	4	0.563	327.7	0	3	15	0	0	0	0.706	0.954	1.49	2	0.065	0.655	36	0.698	0.762
0	0	0	0	0	0	7	23.96	4	0.576	327.7	0	3	15	0	0	0	0.706	1	2.27	2	0.059	0.533	36	1	3.6
0	0	0	0	0	0	7	25.44	3.8	0.603	327.7	0	3	15	0	0	0	0.706	0.943	2.75	0	0.052	0.655	36	0.92	1.68
0	0	0	0	0	0	7	25.44	3.8	0.603	327.7	0	3	15	0	0	0	0.706	0.943	2.75	0	0.052	0.655	36	0.92	1.68
0	0	0	0	0	0	7	25.44	3.8	0.603	327.7	0	3	15	0	0	0	0.706	0.943	2.75	0	0.052	0.655	36	0.92	1.68
0	0	0	0	0	0	7	25.44	3.8	0.596	327.7	0	3	15	0	0	0	0.706	1	2.75	0	0.065	0.655	36	1	2.43
0	0	0	0	0	0	7	25.44	3.8	0.596	327.7	0	3	15	0	0	0	0.706	1	2.75	0	0.065	0.655	36	1	2.43
0	0	0	0	0	0	7	25.44	3.8	0.589	327.7	0	3	15	0	0	0	0.706	1	2.75	0	0.056	0.655	36	1	3.88
0	0	0	9	0	0	10.52	4	19.72	0.53	0	0	3	14	9	0	0	0.548	0.005	0.07	0	0.397	0.313	17	0.004	0.402
0	0	0	9	0	0	10.52	4	19.72	0.53	0	0	3	14	9	0	0	0.548	0.005	0.328	0	0.44	0.313	17	0.004	0.684
0	0	0	9	0	0	13.68	4.44	29.4	0.477	0	0	3	15	9	0	0	0.595	0	-0.048	0	0.39	0.313	22	0	-0.032
0	0	0	3	1	257	7.52	2	30.6	0.53	0	0	3	8	3	0	0	0.758	0.997	0.787	0	0.816	0.65	25	0.97	1.32
0	0	0	3	1	257	18.16	6.52	34.16	0.483	0	0	3	8	3	0	0	0.758	0	-0.667	0	0.425	-0.248	25	0	-0.401
0	0	0	3	0	0	23.28	10.16	37.96	0.464	0	0	3	8	3	0	0	0.758	0	-0.042	0	0.836	0.65	25	0	-0.21
0	0	0	8	20	371	3.04	2	2	0.583	0	0	1	2	8	0	0	0.909	0	-0.163	0	0.137	0.462	20	0	0.135
0.88	16.9	61.9	2	39	979	6	2	2	0.768	0	0	1	5	2	0	0	0.853	0	-2.374	0	0.01	-1.734	29	0.013	-2.085
0	0	0	6	0	0	4	3.56	2	0.417	3906	0	7	0	6	0	0	1	1	2.71	1	0.999	0.655	9	1	4.84
0	0	0	0	0	0	3.28	2.64	2.32	0.444	0	0	3	3	0	0	0	0.893	0	0.118	0	0.537	0.555	25	0	0.003
0	0	0	1	17	1000	48.44	5.36	60.56	0.649	377.5	0	3	8	1	0	0	0.778	1	2.67	1	0.852	0.563	28	1	3.83
0	0	0	1	17	1000	34.48	4.92	50.24	0.656	377.5	0	3	8	1	0	0	0.778	1	2.16	4	0.989	0.46	28	1	3.21
0	0	0	1	43	1000	18.56	8.88	11.4	0.57	230.6	0	1	2	1	0	0	0.926	0.994	2.61	2	0.99	0.491	25	1	3.15
0.9	17.9	63.7	0	124	1000	28.8	1.8	62.04	0.656	220.1	0	0	6	0	0	0	0.75	1	1.92	0	0.998	0.454	18	1	4.49
0.84	18.1	66.7	0	124	1000	40.92	2.64	128.88	0.649	0	0	3	12	0	0	0	0.769	0	-1.934	0	0.002	-0.258	40	0	-2.076
0	0	0	0	26	1000	5	8.92	2.56	0.636	398.4	0	8	6	0	0	0	0.76	1	0.749	0	0.537	0.448	19	1	1.23
0	0	0	1	0	0	2	3	2.92	0.464	0	0	11	4	1	0	0	0.871	0.01	0.308	0	0.127	0.655	27	0.093	1.1
0	0	0	1	1	109	0	1	1.28	0.338	4270	0	4	4	1	0	0	0.846	0.019	-1.141	0	0.434	-0.468	22	0.009	-1.179
0	0	0	1	0	0	2	2.4	1	0.411	959.8	0	2	4	1	0	0	0.886	0.998	2.41	0	0.995	0.557	31	1	3.34
0	0	0	2	11	701	2	6	4	0.53	1563.3	0	4	4	2	0	0	0.889	1	1.73	2	0.995	0.383	32	1	3
0	0	0	2	11	701	1	4	2	0.576	1563.3	0	4	4	2	0	0	0.897	1	1.79	0	0.974	0.383	35	1	3
0	0	0	2	5	138	1	4.88	1	0.689	1563.3	0	4	6	2	0	0	0.854	0.992	-0.184	1	0.881	-0.456	35	1	0.366
0	0	0	2	5	138	1	4.88	1	0.689	1563.3	0	4	6	2	0	0	0.854	1	1.92	1	0.896	0.467	35	1	3.32
0.94	18.5	62.6	0	65	695	4	3.12	18.52	0.742	113.2	4.139e-17	27	6	0	0	0	0.76	0.993	0.872	1	0.809	0.491	19	0.998	1.06
0.97	20.3	65.1	0	124	1000	48.08	6.32	52.56	0.748	804.1	0	28	4	0	0	0	0.84	1	0.94	0	0.966	0.305	21	1	1.23
0.97	20.3	65.1	0	124	1000	48.08	6.32	52.56	0.742	804.1	0	28	4	0	0	0	0.84	1	1.75	4	0.964	0.254	21	1	2.12
0.97	20.3	65.1	0	124	1000	48.08	6.32	52.56	0.742	804.1	0	28	4	0	0	0	0.84	1	1.75	4	0.964	0.254	21	1	2.12
0.97	20.3	65.1	0	124	1000	48.08	6.32	52.56	0.728	804.1	0	28	4	0	0	0	0.84	1	2.16	6	0.957	0.305	21	1	2.5
0.97	20.3	65.1	0	124	1000	44.88	5.16	57.76	0.656	804.1	0	29	4	0	0	0	0.852	0.999	0.253	0	0.792	0.305	23	0.994	0.105
0.97	20.3	65.1	0	124	1000	44.88	5.16	57.76	0.656	804.1	0	29	4	0	0	0	0.852	1	1.96	0	0.779	0.305	23	0.999	2.31
0.82	18.8	67.8	0	67	1000	29.2	14.76	73.28	0.616	0	0	26	9	0	0	0	0.75	0	-0.671	0	0.002	-0.71	27	0	-0.588
0.82	18.8	67.8	0	67	1000	29.44	13.48	78.52	0.656	0	0	26	9	0	0	0	0.75	0.012	1.75	0	0.027	0.46	27	0.012	1.75
0.82	18.8	67.8	0	67	1000	25.44	10.8	84.48	0.649	0	0	26	9	0	0	0	0.75	0	-0.016	0	0.033	0.377	27	0	0.018
0.82	18.8	67.8	0	67	1000	20.4	9.96	145.6	0.656	0	0	26	9	0	0	0	0.743	0.004	0.062	0	0.259	0.377	26	0.005	0.1
0.75	16.6	66.7	1	125	1000	36.24	2	110.4	0.669	96.9	3.88e-15	31	3	1	0	0	0.9	1	2.75	0	0.681	0.65	27	1	3.05
0	0	0	11	28	886	7	11.04	24.88	0.344	4996.2	0	33	5	11	0	0	0.815	1	2.23	0	0.991	0.533	22	1	2.72
0	0	0	11	28	886	5.6	8.8	14.96	0.305	4996.2	0	29	1	11	0	0	0.95	1	2.14	2	0.997	0.533	19	1	4.5
0	0	0	11	0	0	5.92	4.2	12.4	0.252	4996.2	0	29	1	11	0	0	0.952	1	2.14	3	0.998	0.533	20	1	4.5
0	0	0	11	0	0	5.2	4.08	11.92	0.258	4996.2	0	29	0	11	0	0	1	1	0.383	1	0.995	-0.331	21	1	1.35
0	0	0	8	26	1000	7.6	21.64	2.6	0.642	0	0	37	10	8	0	0	0.722	0.347	1.58	0	0.083	0.467	26	0.369	1.58
0	0	0	8	26	1000	6.48	23.24	1	0.603	0	0	37	9	8	0	0	0.75	0.843	1.29	0	0.117	0.383	27	0.983	1.58
0	0	0	8	26	1000	6.48	23.24	1	0.603	0	0	37	9	8	0	0	0.75	0.854	1.29	0	0.133	0.383	27	0.983	1.58
0	0	0	8	26	1000	5.64	21.76	1	0.609	0	0	37	9	8	0	0	0.75	0.243	1.58	0	0.127	0.467	27	0.441	1.86
0	0	0	8	26	1000	5.64	21.76	1	0.603	0	0	37	9	8	0	0	0.757	0.428	-0.173	0	0.077	0.383	28	0.965	-0.155
0	0	0	1	0	0	2.76	9	6	0.364	0	0	14	10	1	0	0	0.643	0.002	0.646	0	0.007	0.561	18	0.003	0.647
0.85	20.9	70.2	0	116	1000	17.48	5	135.92	0.748	0	0	4	7	0	0	0	0.825	0.001	-2.148	0	0.001	-2.192	33	0	-2.764
0	0	0	0	0	0	4	3	3	0.358	2570.3	0	7	8	0	0	0	0.652	0.949	2.29	0	0.097	0.655	15	0.785	1.79
0	0	0	1	1	117	7.72	12.48	16	0.623	5640.2	0	7	0	1	0	0	1	0.091	-0.328	0	0.949	-0.254	26	0.007	-0.152
0	0	0	1	24	578	9.88	17.56	13.28	0.55	275.7	0	4	7	1	0	0	0.794	1	2.34	0	0.994	0.484	27	1	3.56
0	0	0	9	5	361	7	9.88	3	0.503	0	0	17	10	9	0	0	0.697	0.001	0.49	0	0.075	0.172	23	0.002	1.09
0	0	0	14	7	377	14.12	14.08	29.36	0.603	62.3	2.592e-11	25	7	14	0	0	0.767	0.997	0.509	0	0.473	-0.367	23	0.989	0.623
0	0	0	14	7	377	14.12	14.08	29.36	0.603	62.3	2.592e-11	25	7	14	0	0	0.767	1	1.56	0	0.423	0.456	23	0.747	0.58
0	0	0	0	0	0	8	3.6	4	0.464	549.1	0	6	4	0	0	0	0.889	0.564	-0.026	0	0.2	-1.083	32	0.048	-0.255
0	0	0	0	0	0	8	3.6	4	0.45	549.1	0	6	4	0	0	0	0.889	0.47	-0.337	0	0.209	-0.229	32	0.593	-0.538
0	0	0	0	0	0	7	4.36	2.28	0.384	549.1	0	6	4	0	0	0	0.892	0.716	-1.03	0	0.82	-0.218	33	0.826	-0.655
0	0	0	0	0	0	7	4.36	2.28	0.397	549.1	0	6	4	0	0	0	0.892	0.983	2.48	0	0.87	0.591	33	0.998	2.25
0	0	0	1	20	480	11.08	29.8	6.76	0.636	0	0	5	8	1	0	0	0.81	0	-0.947	0	0.122	0.305	34	0.001	-0.336
0.79	19.6	70.2	7	125	1000	58.08	2	49.64	0.702	0	0	28	9	7	0	0	0.743	0.02	0.698	0	0.111	0.591	26	0.002	0.422
0.79	19.6	70.2	7	125	1000	58.08	2	49.64	0.702	0	0	28	9	7	0	0	0.735	0	-0.211	0	0.027	0.591	25	0	-0.062
0	0	0	6	118	1000	4.6	17.88	6.52	0.603	347.2	0	12	8	6	0	0	0.778	1	2.52	1	0.974	0.655	28	1	3.1
0	0	0	6	118	1000	4.6	17.88	6.52	0.603	347.2	0	12	8	6	0	0	0.778	0.961	2.52	1	0.902	0.655	28	0.991	3.1
0	0	0	1	5	569	4.2	8.72	3	0.616	230	1.532e-18	1	4	1	0	0	0.826	0.956	2.52	1	0.991	0.561	19	0.88	1.45
0.96	17.8	61.1	1	125	1000	225.64	3	184.36	0.709	0	0	3	2	1	0	0	0.929	0.117	1.03	0	0.107	0.313	26	0.33	1.32
0	0	0	0	0	0	2	1	3	0.417	863.4	0	5	7	0	0	0	0.794	1	2.23	2	0.965	0.46	27	1	2.32
0	0	0	4	54	1000	78.52	13.32	74.8	0.483	1037.3	0	1	7	4	0	0	0.816	1	2.21	0	0.969	0.45	31	1	1.94
0	0	0	2	125	1000	84.44	10.2	48.04	0.503	191.6	0	3	5	2	0	0	0.792	1	2.5	2	0.996	0.655	19	1	3.04
0	0	0	2	125	1000	84.44	10.2	48.04	0.503	191.6	0	3	5	2	0	0	0.792	0.999	1.25	2	0.995	0.655	19	1	1.71
0	0	0	2	125	1000	82.2	10.88	70.12	0.53	191.6	0	3	5	2	0	0	0.8	0.882	1.23	0	0.957	0.655	20	0.964	1.69
0	0	0	2	125	1000	82.2	10.88	70.12	0.53	191.6	0	3	5	2	0	0	0.8	0.994	2.5	0	0.946	0.655	20	1	3.04
0	0	0	2	125	1000	82.2	10.88	70.12	0.53	191.6	0	3	5	2	0	0	0.8	0.994	2.5	0	0.946	0.655	20	1	3.04
0	0	0	2	125	1000	82.2	10.88	70.12	0.53	191.6	0	3	5	2	0	0	0.8	0.997	1.19	0	0.934	0.563	20	1	1.65
0	0	0	2	125	1000	82.2	10.88	70.12	0.53	191.6	0	3	5	2	0	0	0.8	0.996	0.252	0	0.915	0.46	20	1	0.572
0	0	0	2	125	1000	82.2	10.88	70.12	0.53	191.6	0	3	5	2	0	0	0.8	0.987	1.18	0	0.852	0.563	20	0.998	1.63
0	0	0	2	125	1000	82.2	10.88	70.12	0.53	191.6	0	3	5	2	0	0	0.8	0.987	1.18	0	0.852	0.563	20	0.998	1.63
0	0	0	2	125	1000	92.72	11	83.2	0.523	0	0	3	5	2	0	0	0.8	0.005	0.209	0	0.005	0.46	20	0.002	0.115
0	0	0	2	125	1000	92.72	11	83.2	0.523	0	0	3	5	2	0	0	0.8	0.021	2.43	0	0.004	0.563	20	0.012	1.62
0	0	0	2	125	1000	92.72	11	83.2	0.55	43.2	1.216e-06	3	5	2	0	0	0.8	0.003	-0.327	0	0.04	0.46	20	0.075	-0.054
0	0	0	3	4	301	11.68	20.6	16.52	0.642	0	0	4	4	3	0	0	0.9	0.023	1.28	0	0.148	0.655	36	0.016	1.47
1.34	22	58.1	5	0	0	43.12	3	149.08	0.728	964.2	0	1	4	5	0	0	0.875	0.135	0.074	0	0.171	-0.283	28	0.087	0.64
0	0	0	0	10	863	7	5.96	2	0.576	60.6	9.55e-13	0	7	0	0	0	0.781	1	1.86	2	0.574	0.369	25	1	2.28
0	0	0	4	0	0	8.36	4.8	7.76	0.682	0	0	0	2	4	0	0	0.867	0.002	-0.033	1	0.076	0.555	13	0.031	-0.078
0.82	15.5	61.9	4	125	1000	31.6	7.04	106.68	0.662	0	0	0	1	4	0	0	0.952	0.795	1.47	0	0.244	0.655	20	0.243	2.12
0.82	15.5	61.9	4	125	1000	31.6	7.04	106.68	0.642	29.6	1.703e-07	0	2	4	0	0	0.909	0.996	1.02	0	0.702	0.533	20	0.985	1.13
0.82	15.5	61.9	4	125	1000	31.6	7.04	106.68	0.636	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.952	0.655	21	1	5.65
0.82	15.5	61.9	4	125	1000	31.6	7.04	106.68	0.642	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.986	0.655	21	1	3.88
0.82	15.5	61.9	4	125	1000	31.6	7.04	106.68	0.642	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.986	0.655	21	1	3.88
0.82	15.5	61.9	4	125	1000	31.6	7.04	106.68	0.642	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.986	0.655	21	1	3.88
0.82	15.5	61.9	4	125	1000	31.6	7.04	106.68	0.636	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.991	0.655	21	1	5.65
0.82	15.5	61.9	4	125	1000	31.6	7.04	106.68	0.629	192.5	0	0	2	4	0	0	0.913	1	2.24	0	0.993	0.533	21	1	3.02
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.629	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.996	0.655	21	1	5.65
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.629	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.996	0.655	21	1	5.65
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.629	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.996	0.655	21	1	5.65
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.623	192.5	0	0	2	4	0	0	0.913	1	2.24	0	0.997	0.533	21	1	4.67
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.616	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.998	0.655	21	1	3.88
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.616	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.998	0.655	21	1	3.88
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.616	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.998	0.655	21	1	3.88
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.616	192.5	0	0	2	4	0	0	0.913	1	2.24	0	0.998	0.533	21	1	3.13
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.609	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.998	0.655	21	1	5.65
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.616	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.998	0.655	21	1	3.88
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.623	192.5	0	0	2	4	0	0	0.913	1	2.24	0	0.997	0.533	21	1	3.02
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.623	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.996	0.655	21	1	5.65
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.636	192.5	0	0	2	4	0	0	0.913	1	2.24	0	0.995	0.533	21	1	4.67
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.636	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.995	0.655	21	1	2.86
0.82	15.5	61.9	4	125	1000	45.32	8.48	132.2	0.636	192.5	0	0	2	4	0	0	0.913	1	2.77	0	0.994	0.655	21	1	3.88
